Organism,Count,Year
Lactobacillus jensenii,1,2021
Ochrobactrum species,1,2021
Dermabacter hominis,1,2021
Weissella confusa,1,2021
Veillonella parvula,1,2021
Vibrio parahaemolyticus,1,2021
Prevotella buccalis,1,2021
Candida duobushaemulonii,1,2021
Actinomyces turicensis,1,2021
Chryseobacterium arthrosphaerae,1,2021
Streptococcus infantarius,1,2021
Capnocytophaga sputigena,1,2021
Actinomyces naeslundii,1,2021
Escherichia coli,4957,2022
Candida albicans,3678,2022
Pseudomonas aeruginosa,2737,2022
Enterococcus faecium,2272,2022
Methicillin resistant Staphylococcus aureus,2129,2022
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,1814,2022
Klebsiella pneumoniae,1451,2022
Klebsiella pneumoniae complex,1371,2022
Staphylococcus aureus,1180,2022
Candida tropicalis,970,2022
Stenotrophomonas maltophilia,935,2022
Enterococcus faecalis,913,2022
Proteus mirabilis,865,2022
Candida glabrata,723,2022
"Staphylococcus, coagulase negative",605,2022
Corynebacterium striatum,587,2022
Candida parapsilosis,444,2022
Staphylococcus epidermidis,432,2022
Klebsiella species,432,2022
Enterobacter cloacae complex,396,2022
Candida parapsilosis complex,376,2022
Klebsiella aerogenes,364,2022
Mycobacterium tuberculosis,347,2022
Diphtheroids,322,2022
Alpha-haemolytic streptococcus,232,2022
Candida species,211,2022
Mycobacterium tuberculosis complex,198,2022
Morganella morganii,195,2022
Neisseria species,183,2022
Citrobacter species,158,2022
Rothia mucilaginosa,157,2022
Mycobacterium species,153,2022
Clostridioides difficile,146,2022
Coliform bacteria,138,2022
Streptococcus anginosus,124,2022
Enterococcus species,122,2022
Bacteroides fragilis,121,2022
Serratia species,118,2022
Aeromonas species,113,2022
Enterobacter species,113,2022
"Streptococcus, viridans group",111,2022
Streptococcus agalactiae,108,2022
Proteus species,95,2022
Yeast,93,2022
Staphylococcus capitis,90,2022
Clostridium perfringens,86,2022
Bacillus species,85,2022
Pichia kudriavzevii,85,2022
Bacteroides species,82,2022
Citrobacter koseri,78,2022
Streptococcus constellatus,78,2022
Corynebacterium species,77,2022
Gram-negative bacilli,73,2022
Enterococcus avium,73,2022
Bacteroides fragilis group,71,2022
Staphylococcus haemolyticus,64,2022
Klebsiella oxytoca,57,2022
Providencia stuartii,52,2022
Lactobacillus species,51,2022
Serratia marcescens,50,2022
Mycobacterium avium complex,50,2022
Staphylococcus lugdunensis,50,2022
Acinetobacter species,49,2022
Acinetobacter baumannii,48,2022
Talaromyces marneffei,47,2022
Enterococcus raffinosus,46,2022
Streptococcus mitis group,45,2022
Burkholderia cepacia complex,45,2022
Salmonella group D,43,2022
Streptococcus species,42,2022
Enterococcus gallinarum,41,2022
Vibrio vulnificus,41,2022
"Streptococcus, group G",40,2022
Pseudomonas species,40,2022
Staphylococcus caprae,38,2022
Trichosporon asahii,37,2022
Candida lusitaniae,36,2022
Candida auris,35,2022
Staphylococcus hominis,35,2022
Bacillus cereus group,30,2022
Haemophilus influenzae,27,2022
Citrobacter freundii complex,26,2022
Bacteroides thetaiotaomicron,26,2022
Prevotella species,25,2022
Salmonella Enteritidis,25,2022
Streptococcus bovis group,23,2022
Acid-fast bacillus,23,2022
Achromobacter species,22,2022
Candida dubliniensis,22,2022
Gram-positive cocci,22,2022
Flavobacterium species,21,2022
Enterococcus casseliflavus,21,2022
Shewanella species,20,2022
Candida guilliermondii,20,2022
Aspergillus species,20,2022
Anaerobic bacteria,19,2022
Clostridium species,19,2022
Parvimonas micra,19,2022
Klebsiella variicola,19,2022
Gram-positive bacilli,19,2022
Anaerobic Gram-positive bacilli,19,2022
Eggerthella lenta,18,2022
Fusobacterium species,18,2022
Elizabethkingia species,17,2022
Non-fermentative Gram-negative bacilli,16,2022
Mycobacterium abscessus,16,2022
Candida metapsilosis,15,2022
Burkholderia pseudomallei,15,2022
Streptococcus parasanguinis,15,2022
Corynebacterium urealyticum,14,2022
Candida orthopsilosis,14,2022
Providencia species,14,2022
Actinomyces species,13,2022
Streptococcus dysgalactiae subsp. equisimilis,13,2022
Haemophilus parainfluenzae,13,2022
Micrococcus species,13,2022
Prevotella nigrescens,12,2022
Streptococcus pyogenes,12,2022
Acinetobacter bereziniae,12,2022
Pseudomonas putida group,12,2022
Cryptococcus neoformans,12,2022
Kluyvera species,11,2022
Trichosporon species,11,2022
Veillonella species,11,2022
Anaerobic Gram-positive cocci,11,2022
Clostridium ramosum,11,2022
Aspergillus fumigatus,11,2022
Anaerobic Gram-negative bacilli,11,2022
Prevotella bivia,11,2022
Proteus vulgaris,10,2022
Acinetobacter junii,10,2022
Listeria monocytogenes,10,2022
Fusobacterium varium,10,2022
Cutibacterium acnes,10,2022
Streptococcus intermedius,10,2022
Propionibacterium species,10,2022
Streptococcus salivarius group,10,2022
Peptostreptococcus species,10,2022
Prevotella intermedia,9,2022
Salmonella group B,9,2022
Staphylococcus species,9,2022
Streptococcus pneumoniae,9,2022
Clostridium innocuum,9,2022
Fusarium species,9,2022
Sphingomonas paucimobilis,9,2022
Corynebacterium resistens,8,2022
Aeromonas hydrophila,8,2022
Corynebacterium jeikeium,8,2022
Aspergillus fumigatus complex,8,2022
Enterobacter cloacae,8,2022
Streptococcus milleri group,8,2022
Finegoldia magna,8,2022
Elizabethkingia anophelis,8,2022
Granulicatella adiacens,8,2022
Bacteroides uniformis,7,2022
Streptococcus sanguinis,7,2022
Mycobacterium fortuitum complex,7,2022
Corynebacterium amycolatum,7,2022
Streptococcus gallolyticus,7,2022
Saccharomyces cerevisiae,7,2022
Salmonella species,7,2022
Corynebacterium tuberculostearicum,7,2022
Providencia rettgeri,7,2022
"Streptococcus, group C",7,2022
Shewanella algae,7,2022
Streptococcus gallolyticus subspecies pasteurianus,6,2022
Moraxella osloensis,6,2022
Chryseobacterium species,6,2022
Salmonella typhimurium,6,2022
Peptostreptococcus anaerobius,6,2022
Bacteroides ovatus,6,2022
Kodamaea ohmeri,6,2022
Mycobacterium kansasii,6,2022
Parabacteroides distasonis,6,2022
Clostridium paraputrificum,6,2022
Aeromonas caviae,6,2022
Staphylococcus warneri,6,2022
Gram-positive coccobacilli,6,2022
Actinomyces turicensis,6,2022
Bacteroides vulgatus,6,2022
Citrobacter freundii,5,2022
Trichophyton rubrum,5,2022
Campylobacter jejuni subsp. Jejuni,5,2022
Ralstonia picketti,5,2022
Prevotella denticola,5,2022
Pluralibacter gergoviae,5,2022
Lactobacillus paracasei,5,2022
Achromobacter xylosoxidans,5,2022
Actinotignum species,5,2022
Enterococcus hirae,5,2022
Salmonella london,5,2022
Burkholderia gladioli,5,2022
Mucor species,5,2022
Clostridium saudiense,4,2022
Streptococcus suis,4,2022
Aeromonas veronii biovar sobria,4,2022
Streptococcus gordonii,4,2022
Candida norvegensis,4,2022
Gemella species,4,2022
Vagococcus species,4,2022
Streptococcus oralis,4,2022
Lactobacillus fermentum,4,2022
Bacteroides pyogenes,4,2022
Hafnia alvei,4,2022
Leuconostoc species,4,2022
Prevotella buccae,4,2022
Bifidobacterium species,4,2022
Edwardsiella tarda,4,2022
Bacteroides caccae,4,2022
Actinomyces odontolyticus,4,2022
Prevotella oralis,4,2022
Dermabacter hominis,4,2022
Proteus penneri,4,2022
Raoultella species,4,2022
Peptoniphilus species,4,2022
Clavispora lusitaniae,4,2022
Streptobacillus moniliformis,4,2022
Chryseobacterium indologenes,3,2022
Kocuria species,3,2022
Capnocytophaga sputigena,3,2022
Bacteroides salyersiae,3,2022
Bacteroides nordii,3,2022
Streptococcus dysgalactiae,3,2022
Lactococcus garvieae,3,2022
Salmonella Typhi,3,2022
Bacillus cereus,3,2022
Nocardia farcinica,3,2022
Candida rugosa,3,2022
Kluyveromyces marxianus,3,2022
Fusobacterium mortiferum,3,2022
Pseudomonas otitidis,3,2022
Meyerozyma guilliermondii complex,3,2022
Bifidobacterium breve,3,2022
Pichia species,3,2022
Aspergillus flavus complex,3,2022
Moraxella species,3,2022
Vibrio fluvialis,3,2022
Enterococcus thailandicus,3,2022
Comamonas kerstersii,3,2022
Lactobacillus rhamnosus,3,2022
Parabacteroides goldsteinii,3,2022
Salmonella group C,3,2022
Mycobacterium xenopi,3,2022
Brevibacillus species,3,2022
Fusobacterium nucleatum,3,2022
Campylobacter jejuni,3,2022
Mould,3,2022
Paenibacillus lautus,3,2022
Geotrichum species,2,2022
Kazachstania telluris,2,2022
Bacillus subtilis,2,2022
Myroides odoratimimus,2,2022
Mycobacterium mageritense,2,2022
Lactobacillus salivarius,2,2022
Anaerococcus species,2,2022
Paenibacillus species,2,2022
Saccharomyces species,2,2022
Aspergillus terreus,2,2022
Campylobacter gracilis,2,2022
Fusarium solani complex,2,2022
Prevotella melaninogenica,2,2022
Citrobacter braakii,2,2022
Cutibacterium modestum,2,2022
Leuconostoc lactis,2,2022
Gemella morbillorum,2,2022
Eikenella corrodens,2,2022
Clostridium sporogenes,2,2022
Neisseria meningitidis,2,2022
Aeromonas veronii,2,2022
Aerococcus urinae,2,2022
Non-haemolytic streptococcus,2,2022
Actinomyces neuii,2,2022
Aspergillus flavus,2,2022
Roseomonas species,2,2022
Alcaligenes faecalis,2,2022
Streptococcus mutans,2,2022
Weissella species,2,2022
Anaerobic Gram-negative cocci,2,2022
Actinomyces neuii ss neuii,2,2022
Ochrobactrum species,2,2022
Schizophyllum commune,2,2022
Streptococcus salivarius,2,2022
Gleimia europaea,2,2022
Nocardia species,2,2022
Exophiala dermatitidis,2,2022
Pseudomonas putida,2,2022
Vibrio parahaemolyticus,2,2022
Lactococcus species,2,2022
Candida haemulonii,2,2022
Slackia exigua,2,2022
Actinotignum schaalii,2,2022
Aerococcus species,2,2022
Eubacterium species,2,2022
Staphylococcus saprophyticus,1,2022
Bacteroides stercoris,1,2022
Mycobacterium parascrofulaceum,1,2022
Eikenella species,1,2022
Candida glabrata complex,1,2022
Rhizopus species,1,2022
Limosilactobacillus reuteri,1,2022
Capnocytophaga species,1,2022
Mycobacterium haemophilum,1,2022
Serratia marcescens complex,1,2022
Aeromonas hydrophila complex,1,2022
Paenibacillus urinalis,1,2022
Oligella urethralis,1,2022
Meyerozyma guilliermondii,1,2022
"Legionella pneumophila, not serogroup 1",1,2022
Pantoea species,1,2022
Raoultella ornithinolytica,1,2022
Actinomyces georgiae,1,2022
Streptococcus infantarius subspecies infantarius,1,2022
Streptococcus mitis,1,2022
Anaerococcus murdochii,1,2022
Pichia norvegensis,1,2022
Prevotella timonensis,1,2022
Actinomyces radingae,1,2022
Prevotella buccalis,1,2022
Pseudomonas fluorescens,1,2022
Citrobacter amalonaticus complex,1,2022
Rhodotorula species,1,2022
Prevotella oris,1,2022
Clostridium tertium,1,2022
Rothia koreensis,1,2022
Olsenella uli,1,2022
Micrococcus luteus,1,2022
Eubacterium limosum,1,2022
Solobacterium moorei,1,2022
Faecalitalea cylindroides,1,2022
Ruthenibacterium lactatiformans,1,2022
Bifidobacterium longum,1,2022
Corynebacterium macginleyi,1,2022
Actinomyces oris,1,2022
Arthrobacter cumminsii,1,2022
Alistipes finegoldii,1,2022
Candida nivariensis,1,2022
Agromyces mediolanus,1,2022
Fusobacterium necrophorum,1,2022
Alistipes indistinctus,1,2022
Legionella pneumophila,1,2022
Enterobacter hormaechei,1,2022
Edwardsiella species,1,2022
Corynebacterium pseudodiphtheriticum,1,2022
Salmonella Paratyphi A,1,2022
Clostridium glycolicum,1,2022
Candida haemulonii complex,1,2022
Franconibacter pulveris,1,2022
Sphingomonas species,1,2022
Mycobacterium marinum,1,2022
Empedobacter brevis,1,2022
Aspergillus terreus complex,1,2022
Staphylococcus pseudintermedius,1,2022
Moraxella catarrhalis,1,2022
Aspergillus niger,1,2022
Microbacterium species,1,2022
Dialister pneumosintes,1,2022
Vibrio metschnikovii,1,2022
Corynebacterium simulans,1,2022
Flavonifractor plautii,1,2022
Pseudomonas stutzeri,1,2022
Penicillium species,1,2022
Prevotella veroralis,1,2022
Abiotrophia defectiva,1,2022
Propionimicrobium species,1,2022
Rhodotorula rubra,1,2022
Staphylococcus simulans,1,2022
Mycoplasma hominis,1,2022
Peptostreptococcus stomatis,1,2022
Rhizobium radiobacter,1,2022
Alloprevotella rava,1,2022
Campylobacter coli,1,2022
Comamonas species,1,2022
Malassezia furfur,1,2022
Helcococcus species,1,2022
Porphyromonas somerae,1,2022
Candida lipolytica,1,2022
Weissella confusa,1,2022
Bifidobacterium adolescentis,1,2022
Candida utilis,1,2022
Mycoplasma species,1,2022
Shewanella putrefaciens,1,2022
Haemophilus haemolyticus,1,2022
Gram-positive cocci in chains,1,2022
Elizabethkingia miricola,1,2022
Salmonella group E,1,2022
Microsporum species,1,2022
Trichophyton rubrum complex,1,2022
Rhodococcus species,1,2022
Campylobacter fetus subsp. Fetus,1,2022
Kocuria rhizophila,1,2022
Pseudomonas mendocina,1,2022
Malassezia species,1,2022
Dermabacter species,1,2022
Clostridium septicum,1,2022
Paraclostridium bifermentans,1,2022
Nocardia abscessus,1,2022
Pandoraea species,1,2022
Ralstonia mannitolilytica,1,2022
Bilophila wadsworthia,1,2022
Chryseobacterium arthrosphaerae,1,2022
Acinetobacter johnsonii,1,2022
Acidovorax temperans,1,2022
Limnobacter thiooxidans,1,2022
Brevibacterium ravenspurgense,1,2022
Corynebacterium afermentans,1,2022
Pediococcus pentosaceus,1,2022
Neisseria subflava,1,2022
Proteus hauseri,1,2022
Alloprevotella tannerae,1,2022
Clostridium disporicum,1,2022
Escherichia fergusonii,1,2022
Prevotella heparinolytica,1,2022
Candida famata,1,2022
Lodderomyces elongisporus,1,2022
Kluyvera ascorbata,1,2022
Clostridium hathewayi,1,2022
Brevibacterium species,1,2022
Streptococcus cristatus,1,2022
Arthrobacter species,1,2022
Streptococcus vestibularis,1,2022
Lactobacillus gasseri,1,2022
Corynebacterium argentoratense,1,2022
Roseomonas mucosa,1,2022
Escherichia coli,5375,2023
Candida albicans,3400,2023
Enterococcus faecium,2501,2023
Pseudomonas aeruginosa,2346,2023
Methicillin resistant Staphylococcus aureus,1939,2023
Klebsiella pneumoniae,1756,2023
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,1351,2023
Stenotrophomonas maltophilia,1179,2023
Klebsiella pneumoniae complex,1158,2023
Staphylococcus aureus,1134,2023
Candida tropicalis,1008,2023
Enterococcus faecalis,958,2023
Proteus mirabilis,925,2023
Candida glabrata,883,2023
Candida parapsilosis,614,2023
"Staphylococcus, coagulase negative",544,2023
Staphylococcus epidermidis,503,2023
Diphtheroids,480,2023
Enterobacter cloacae complex,459,2023
Corynebacterium striatum,452,2023
Alpha-haemolytic streptococcus,427,2023
Klebsiella species,402,2023
Klebsiella aerogenes,352,2023
Neisseria species,311,2023
Rothia mucilaginosa,284,2023
Mycobacterium tuberculosis,251,2023
Enterobacter species,245,2023
Morganella morganii,232,2023
Candida parapsilosis complex,223,2023
Aeromonas species,188,2023
Streptococcus agalactiae,172,2023
Mycobacterium tuberculosis complex,168,2023
Clostridioides difficile,166,2023
Enterococcus species,161,2023
Bacteroides fragilis,161,2023
Candida species,158,2023
Citrobacter species,157,2023
Serratia species,149,2023
Lactobacillus species,128,2023
Coliform bacteria,117,2023
Staphylococcus haemolyticus,115,2023
Streptococcus anginosus,114,2023
Enterococcus avium,112,2023
Citrobacter koseri,108,2023
Yeast,103,2023
Clostridium perfringens,101,2023
Enterococcus gallinarum,95,2023
Corynebacterium species,89,2023
Trichosporon asahii,88,2023
Pichia kudriavzevii,81,2023
Burkholderia cepacia complex,77,2023
Proteus species,74,2023
Citrobacter freundii complex,73,2023
Staphylococcus capitis,73,2023
Gram-negative bacilli,72,2023
Salmonella Enteritidis,66,2023
Streptococcus bovis group,64,2023
Bacteroides species,63,2023
Streptococcus species,62,2023
Acinetobacter baumannii,61,2023
Bacteroides fragilis group,58,2023
Bacillus species,58,2023
"Streptococcus, viridans group",57,2023
Haemophilus influenzae,57,2023
Candida lusitaniae,55,2023
Mycobacterium avium complex,53,2023
Streptococcus pyogenes,51,2023
Acinetobacter species,50,2023
Pseudomonas species,50,2023
Streptococcus constellatus,49,2023
Staphylococcus lugdunensis,49,2023
"Streptococcus, group G",47,2023
Providencia stuartii,46,2023
Serratia marcescens,43,2023
Salmonella group D,43,2023
Cryptococcus neoformans,42,2023
Achromobacter species,40,2023
Candida dubliniensis,40,2023
Mycobacterium species,39,2023
Gram-positive cocci,38,2023
Streptococcus mitis group,37,2023
Haemophilus parainfluenzae,37,2023
Elizabethkingia species,36,2023
Staphylococcus caprae,34,2023
Candida metapsilosis,33,2023
Kodamaea ohmeri,32,2023
Micrococcus species,32,2023
Streptococcus pneumoniae,32,2023
Enterococcus casseliflavus,31,2023
Streptococcus dysgalactiae subsp. equisimilis,31,2023
Enterococcus raffinosus,30,2023
Anaerobic bacteria,29,2023
Klebsiella oxytoca,28,2023
Mould,28,2023
Streptococcus salivarius group,28,2023
Staphylococcus hominis,27,2023
Talaromyces marneffei,26,2023
Acid-fast bacillus,25,2023
Chryseobacterium species,25,2023
Prevotella species,24,2023
Prevotella bivia,23,2023
Candida orthopsilosis,21,2023
Streptococcus dysgalactiae,21,2023
Candida auris,20,2023
Cutibacterium acnes,20,2023
Trichosporon species,19,2023
Aspergillus species,19,2023
Vibrio vulnificus,19,2023
Bacteroides thetaiotaomicron,19,2023
Actinomyces species,18,2023
Aspergillus fumigatus complex,18,2023
Candida guilliermondii,18,2023
Shewanella species,18,2023
Clostridium ramosum,18,2023
Mycobacterium abscessus,17,2023
Klebsiella variicola,17,2023
Flavobacterium species,17,2023
Anaerobic Gram-negative bacilli,17,2023
Streptococcus intermedius,17,2023
Corynebacterium jeikeium,17,2023
Gram-positive bacilli,16,2023
Sphingomonas species,16,2023
Burkholderia pseudomallei,16,2023
Salmonella species,15,2023
Salmonella group B,15,2023
Finegoldia magna,15,2023
Streptococcus oralis,15,2023
Alcaligenes faecalis,15,2023
Eggerthella lenta,14,2023
Bacillus cereus group,14,2023
Corynebacterium urealyticum,14,2023
Gemella species,14,2023
Mycobacterium kansasii,14,2023
Fusobacterium species,14,2023
Parabacteroides distasonis,13,2023
Elizabethkingia anophelis,13,2023
Bacteroides ovatus,13,2023
Bacteroides vulgatus,12,2023
Peptostreptococcus anaerobius,12,2023
Aeromonas hydrophila,12,2023
Propionibacterium species,12,2023
Peptostreptococcus species,12,2023
Trichophyton rubrum,11,2023
Clostridium species,11,2023
Staphylococcus warneri,11,2023
Streptococcus milleri group,11,2023
Lodderomyces elongisporus,11,2023
Saccharomyces cerevisiae,10,2023
Kluyvera species,10,2023
Prevotella intermedia,10,2023
Kluyveromyces marxianus,10,2023
Parvimonas micra,9,2023
"Streptococcus, group C",9,2023
Achromobacter xylosoxidans,9,2023
Salmonella group C,9,2023
Chryseobacterium indologenes,8,2023
Granulicatella adiacens,8,2023
Prevotella buccae,8,2023
Ochrobactrum species,8,2023
Haemophilus influenzae type B,8,2023
Non-fermentative Gram-negative bacilli,8,2023
Moraxella species,8,2023
Leuconostoc species,8,2023
Enterobacter hormaechei,7,2023
Moraxella catarrhalis,7,2023
Acinetobacter junii,7,2023
Streptococcus gallolyticus subspecies pasteurianus,7,2023
Fusobacterium varium,7,2023
Sphingomonas paucimobilis,7,2023
Aspergillus niger,7,2023
Bacteroides salyersiae,6,2023
Malassezia pachydermatis,6,2023
Clavispora lusitaniae,6,2023
Corynebacterium amycolatum,6,2023
Peptoniphilus species,6,2023
Streptococcus gallolyticus,6,2023
Aspergillus niger complex,5,2023
Serratia marcescens complex,5,2023
Plesiomonas shigelloides,5,2023
Anaerobic Gram-positive bacilli,5,2023
Salmonella rissen,5,2023
Haemophilus haemolyticus,5,2023
Shewanella algae,5,2023
Mycobacterium fortuitum complex,5,2023
Providencia rettgeri,5,2023
Lactobacillus gasseri,5,2023
Streptococcus gordonii,5,2023
Streptococcus parasanguinis,5,2023
Fusobacterium mortiferum,5,2023
nontoxigenic Corynebacterium diphtheriae,4,2023
Capnocytophaga species,4,2023
Pseudomonas putida group,4,2023
Pichia norvegensis,4,2023
Streptococcus sanguinis,4,2023
Micrococcus luteus,4,2023
Aeromonas caviae complex,4,2023
Providencia species,4,2023
Aeromonas caviae,4,2023
Attenuated Mycobacterium bovis,4,2023
Veillonella species,4,2023
Ralstonia mannitolilytica,4,2023
Aerococcus urinae,4,2023
Staphylococcus species,4,2023
Acinetobacter bereziniae,4,2023
Citrobacter freundii,4,2023
Proteus vulgaris,4,2023
Bacteroides uniformis,4,2023
Clostridium innocuum,4,2023
Citrobacter amalonaticus complex,4,2023
Campylobacter jejuni subsp. Jejuni,3,2023
Slackia exigua,3,2023
Rhizopus species,3,2023
Bacteroides pyogenes,3,2023
Aspergillus flavus,3,2023
Streptococcus gallolyticus subspecies gallolyticus,3,2023
Parabacteroides merdae,3,2023
Staphylococcus saccharolyticus,3,2023
Salmonella kentucky,3,2023
Raoultella ornithinolytica,3,2023
Campylobacter coli,3,2023
Trichophyton rubrum complex,3,2023
Pseudomonas putida,3,2023
Actinomyces turicensis,3,2023
Cryptococcus species,3,2023
Eubacterium species,3,2023
Streptococcus salivarius,3,2023
Lactobacillus acidophilus,3,2023
Enterococcus thailandicus,3,2023
Salmonella Typhi,3,2023
Aspergillus fumigatus,3,2023
Non-haemolytic streptococcus,3,2023
Corynebacterium simulans,3,2023
Bacteroides stercoris,3,2023
Pantoea dispersa,3,2023
Enterococcus hirae,3,2023
Gram-positive coccobacilli,3,2023
Corynebacterium aurimucosum,3,2023
Limosilactobacillus species,3,2023
Bacteroides massiliensis,2,2023
Comamonas species,2,2023
Penicillium species,2,2023
"Vibrio cholerae, non-O1/non-O139",2,2023
Pseudoclavibacter,2,2023
Schizophyllum commune,2,2023
Lactobacillus delbrueckii,2,2023
Saccharomyces species,2,2023
Leuconostoc lactis,2,2023
Bifidobacterium species,2,2023
Lactobacillus salivarius,2,2023
Chryseobacterium arthrosphaerae,2,2023
Malassezia furfur,2,2023
Lactobacillus rhamnosus,2,2023
Pseudomonas chlororaphis,2,2023
Lactococcus species,2,2023
Clostridium glycolicum,2,2023
Salmonella newport,2,2023
Capnocytophaga sputigena,2,2023
Aeromonas veronii,2,2023
Corynebacterium resistens,2,2023
Prevotella nigrescens,2,2023
Staphylococcus saprophyticus,2,2023
Vibrio parahaemolyticus,2,2023
Aerococcus sanguinicola,2,2023
Parabacteroides goldsteinii,2,2023
Gemella haemolysans,2,2023
Moraxella osloensis,2,2023
Clostridium sporogenes,2,2023
Prevotella melaninogenica,2,2023
Staphylococcus pettenkoferi,2,2023
Bifidobacterium breve,2,2023
Cyberlindnera fabianii,2,2023
Lactococcus garvieae,2,2023
Mycelia sterilia,2,2023
Atopobium parvulum,2,2023
Anaerobic Gram-positive cocci,2,2023
Bacteroides caccae,2,2023
Aeromonas veronii biovar sobria,2,2023
Prevotella oralis,2,2023
Absidia species,2,2023
Roseomonas species,2,2023
Absidia corymbifera,2,2023
Arcanobacterium haemolyticum,2,2023
Pasteurella multocida,2,2023
Elizabethkingia meningoseptica,2,2023
Mycobacterium mageritense,2,2023
Prevotella disiens,2,2023
Pichia species,2,2023
Bacteroides cellulosilyticus,2,2023
Aspergillus flavus complex,2,2023
Fungus,2,2023
Streptococcus suis,2,2023
Ochrobactrum intermedium,2,2023
Raoultella species,2,2023
Comamonas kerstersii,2,2023
Candida norvegensis,2,2023
Paeniclostridium sordellii,1,2023
Campylobacter jejuni,1,2023
Proteus penneri,1,2023
Trichophyton species,1,2023
Cupriavidus gilardii,1,2023
Pseudomonas guariconensis,1,2023
Gordonia species,1,2023
Pseudomonas stutzeri,1,2023
Candida glabrata complex,1,2023
Mycobacterium smegmatis,1,2023
Vibrio furnissii,1,2023
Legionella pneumophila,1,2023
Alloscardovia omnicolens,1,2023
Trueperella bernardiae,1,2023
Candida nivariensis,1,2023
Dermabacter hominis,1,2023
Candida haemulonii,1,2023
Paenibacillus species,1,2023
Citrobacter farmeri,1,2023
Lactobacillus paracasei,1,2023
Chromobacterium species,1,2023
Streptococcus vestibularis,1,2023
Pseudomonas mosselii,1,2023
Eubacterium aerofaciens,1,2023
Rhizobium radiobacter,1,2023
Alistipes onderdonkii,1,2023
Campylobacter concisus,1,2023
Metabacillus species,1,2023
Actinotignum species,1,2023
Catabacter hongkongensis,1,2023
Rothia amarae,1,2023
Propionimicrobium lymphophilum,1,2023
Bacteroides intestinalis,1,2023
Kocuria kristinae,1,2023
Prevotella jejuni,1,2023
Staphylococcus pseudintermedius,1,2023
Streptomyces species,1,2023
Mycobacterium gordonae,1,2023
Gleimia europaea,1,2023
Salmonella group E,1,2023
Gabonibacter species,1,2023
Myroides odoratus,1,2023
Gemella morbillorum,1,2023
Acinetobacter soli,1,2023
Campylobacter rectus,1,2023
Corynebacterium tuberculostearicum,1,2023
Non-photochromogenic mycobacteria,1,2023
Aggregatibacter actinomycetemcomitans,1,2023
Bacteroides dorei,1,2023
Propionibacterium avidum,1,2023
Corynebacterium accolens,1,2023
Myroides species,1,2023
Vibrio fluvialis,1,2023
Gram-positive cocci in chains,1,2023
Parabacteroides gordonii,1,2023
Prevotella heparinolytica,1,2023
Kocuria species,1,2023
Dermabacter species,1,2023
Brevibacterium ravenspurgense,1,2023
Brevibacillus species,1,2023
Staphylococcus simulans,1,2023
Sphingobacterium multivorum,1,2023
Peptoniphilus gorbachii,1,2023
Flavonifractor plautii,1,2023
Bacteroides coagulans,1,2023
Clostridium paraputrificum,1,2023
Eubacterium limosum,1,2023
Dialister pneumosintes,1,2023
Anaerotruncus colihominis,1,2023
Raoultella planticola,1,2023
Peptoniphilus coxii,1,2023
Gram-negative coccobacilli,1,2023
Microbacterium species,1,2023
Fusobacterium ulcerans,1,2023
Delftia acidovorans,1,2023
Kurthia gibsonii,1,2023
Proteus hauseri,1,2023
Bifidobacterium adolescentis,1,2023
Alloprevotella rava,1,2023
Campylobacter species,1,2023
Brachybacterium species,1,2023
Clostridium cadaveris,1,2023
Fusobacterium nucleatum,1,2023
Lactococcus lactis,1,2023
Acidaminococcus intestini,1,2023
Anaerococcus vaginalis,1,2023
Staphylococcus auricularis,1,2023
Porphyromonas asaccharolytica,1,2023
Citrobacter amalonaticus,1,2023
Granulicatella species,1,2023
Acinetobacter ursingii,1,2023
Meyerozyma guilliermondii complex,1,2023
Streptococcus pseudopneumoniae,1,2023
Streptococcus canis,1,2023
Varibaculum cambriense,1,2023
Odoribacter splanchnicus,1,2023
Cutibacterium species,1,2023
Neisseria subflava,1,2023
Corynebacterium propinquum,1,2023
Bifidobacterium longum,1,2023
Brevibacterium casei,1,2023
Parabacteroides species,1,2023
Lactobacillus fermentum,1,2023
Delftia species,1,2023
Achromobacter insolitus,1,2023
Stenotrophomonas acidaminiphila,1,2023
Meyerozyma guilliermondii,1,2023
Candida fabianii,1,2023
Abiotrophia defectiva,1,2023
Salmonella typhimurium,1,2023
Enterocloster clostridioformis,1,2023
Salmonella london,1,2023
Nocardia species,1,2023
Haemophilus parahaemolyticus,1,2023
Cronobacter sakazakii,1,2023
Mycobacterium chelonae,1,2023
Candida haemulonii complex,1,2023
Bacteroides nordii,1,2023
Actinomyces odontolyticus,1,2023
Edwardsiella species,1,2023
Anaerococcus species,1,2023
Pediococcus species,1,2023
Aeromonas schubertii,1,2023
Anaerobic Gram-negative cocci,1,2023
Vibrio species,1,2023
Aspergillus terreus,1,2023
Pseudomonas otitidis,1,2023
Escherichia coli,5247,2024
Candida albicans,3404,2024
Pseudomonas aeruginosa,2798,2024
Enterococcus faecium,2269,2024
Methicillin resistant Staphylococcus aureus,2074,2024
Klebsiella pneumoniae complex,2033,2024
Stenotrophomonas maltophilia,1270,2024
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,1226,2024
Klebsiella pneumoniae,1139,2024
Staphylococcus aureus,1095,2024
Candida tropicalis,938,2024
