Organism_Combination,Count,Year
Acinetobacter species | Bacillus species | Burkholderia cepacia | Pseudomonas species | Staphylococcus epidermidis | Staphylococcus haemolyticus,1,2003
Candida albicans | Candida species | Coliform bacteria,1,2003
Acinetobacter species | Candida albicans | Candida species | Cryptococcus neoformans | Escherichia coli,1,2003
Enterobacter species | Fusobacterium necrogenes | Haemophilus influenzae | Mycobacterium species,1,2003
Acinetobacter species | Candida species | Pseudomonas aeruginosa | Pseudomonas species | Staphylococcus epidermidis | Staphylococcus haemolyticus,1,2003
"Candida albicans | Escherichia coli | Klebsiella species | Pseudomonas aeruginosa | Staphylococcus, coagulase negative | Yeast",1,2003
Acinetobacter species | Bacteroides species | Candida albicans | Candida species | Candida tropicalis | Klebsiella species | Methicillin resistant Staphylococcus aureus | Streptococcus constellatus | Streptococcus intermedius,1,2003
Candida species | Salmonella Enteritidis | Staphylococcus aureus,1,2003
"Burkholderia cepacia | Candida glabrata | Candida species | Enterococcus species | Escherichia coli | Morganella morganii | Pseudomonas aeruginosa | Pseudomonas species | Staphylococcus, coagulase negative | Streptococcus milleri group",1,2003
Acinetobacter baumannii | Aspergillus fumigatus | Candida albicans | Candida species | Enterobacter species | Enterococcus species | Escherichia coli,1,2003
Bacillus species | Candida albicans | Escherichia coli,1,2003
"Acinetobacter species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia | Streptococcus milleri group | Yeast",1,2003
Candida species | Coliform bacteria | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2003
Candida species | Chryseobacterium indologenes | Enterococcus faecalis | Enterococcus faecium | Enterococcus species | Klebsiella aerogenes | Micrococcus species | Mycobacterium tuberculosis | Staphylococcus aureus | Staphylococcus epidermidis,1,2003
Acinetobacter species | Bacillus species | Escherichia coli | Pseudomonas species | Staphylococcus epidermidis | Stenotrophomonas maltophilia,1,2003
Candida species | Coliform bacteria | Enterococcus species | Klebsiella pneumoniae | Klebsiella species | Staphylococcus epidermidis,1,2003
Fusobacterium necrophorum,1,2003
Enterococcus species | Escherichia coli | Klebsiella species,1,2003
Aeromonas caviae | Aeromonas hydrophila,1,2003
Corynebacterium striatum | Pseudomonas aeruginosa,1,2003
Candida albicans | Escherichia coli | Gram-positive cocci | Klebsiella pneumoniae | Klebsiella species,1,2003
Candida albicans | Klebsiella aerogenes | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Streptococcus pneumoniae,1,2003
Bacteroides fragilis group | Enterococcus species | Escherichia coli | Proteus species | Pseudomonas species,1,2003
Citrobacter species | Escherichia coli | Proteus species,1,2003
Acinetobacter species | Candida albicans | Corynebacterium striatum | Methicillin resistant Staphylococcus aureus | Pseudomonas species | Staphylococcus epidermidis,1,2003
Achromobacter xylosoxidans | Alcaligenes species | Candida albicans | Candida species | Corynebacterium species | Cutibacterium acnes | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus epidermidis | Stenotrophomonas maltophilia,1,2003
"Bacillus species | Candida albicans | Candida species | Escherichia coli | Propionibacterium species | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2003
Clostridium perfringens | Escherichia coli,1,2003
Candida albicans | Candida species | Escherichia coli,1,2003
Anaerobic diphtheroids | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2003
Candida albicans | Enterococcus faecium | Methicillin resistant Staphylococcus aureus | Yeast,1,2003
Aeromonas hydrophila | Enterococcus gallinarum | Escherichia coli | Klebsiella oxytoca | Klebsiella species | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus,1,2003
"Acinetobacter species | Enterobacter species | Enterococcus species | Escherichia coli | Klebsiella species | Mycoplasma hominis | Mycoplasma species | Propionibacterium species | Providencia species | Pseudomonas aeruginosa | Staphylococcus, coagulase negative | Yeast",1,2003
Aspergillus flavus | Candida albicans,1,2003
Acinetobacter species | Candida species | Enterococcus faecalis | Pseudomonas aeruginosa | Pseudomonas species | Staphylococcus epidermidis | Staphylococcus saprophyticus,1,2003
Acinetobacter species | Candida albicans | Coliform bacteria | Enterococcus faecalis | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus epidermidis | Stenotrophomonas maltophilia,1,2003
"Acinetobacter baumannii | Acinetobacter species | Klebsiella pneumoniae | Klebsiella species | Staphylococcus, coagulase negative",1,2003
Enterobacter species | Escherichia coli | Proteus species,1,2003
Candida albicans | Escherichia coli | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus | Staphylococcus epidermidis,1,2003
Aspergillus species | Candida albicans | Chryseobacterium indologenes,1,2003
"Bacteroides fragilis group | Citrobacter koseri | Enterococcus species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2003
Candida glabrata | Escherichia coli | Methicillin resistant Staphylococcus aureus | Trichosporon species,1,2003
"Acinetobacter species | Diphtheroids | Enterobacter species | Eubacterium aerofaciens | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus, coagulase negative | Streptococcus pneumoniae",1,2003
"Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative",1,2003
Haemophilus influenzae,1,2003
Bacillus cereus | Candida species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Pseudomonas species | Serratia marcescens | Staphylococcus epidermidis,1,2003
Acinetobacter species | Candida albicans | Enterococcus species | Klebsiella species | Methicillin resistant Staphylococcus aureus,1,2003
"Candida albicans | Enterococcus faecium | Enterococcus species | Escherichia coli | Pseudomonas aeruginosa | Serratia marcescens | Serratia species | Staphylococcus, coagulase negative",1,2003
"Acinetobacter species | Candida albicans | Candida glabrata | Candida species | Corynebacterium species | Neisseria species | Nocardia species | Pseudomonas aeruginosa | Pseudomonas species | Staphylococcus haemolyticus | Staphylococcus, coagulase negative",1,2003
Candida albicans | Candida species | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2003
Enterobacter species | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2003
"Candida albicans | Candida species | Enterobacter cloacae | Enterococcus species | Escherichia coli | Staphylococcus, coagulase negative",1,2003
Escherichia coli | Staphylococcus aureus | Streptococcus agalactiae,1,2003
"Enterococcus species | Flavobacterium species | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative | Yeast",1,2003
"Acinetobacter species | Candida albicans | Klebsiella species | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative | Yeast",1,2003
"Candida albicans | Corynebacterium striatum | Diphtheroids | Elizabethkingia meningoseptica | Enterococcus species | Flavobacterium species | Klebsiella species | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2003
"Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Acinetobacter species | Candida albicans | Corynebacterium jeikeium | Enterococcus faecium | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2003
"Candida albicans | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2003
Acinetobacter species | Lactobacillus species,1,2003
"Enterobacter species | Staphylococcus, coagulase negative",1,2003
"Candida albicans | Corynebacterium jeikeium | Staphylococcus, coagulase negative",1,2003
Enterobacter cloacae | Enterococcus species | Escherichia coli | Klebsiella species,1,2003
Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2003
Klebsiella pneumoniae | Klebsiella species | Methicillin resistant Staphylococcus aureus | Yeast,1,2003
"Candida parapsilosis | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative",1,2003
"Bacillus species | Candida glabrata | Citrobacter species | Enterococcus species | Escherichia coli | Fusobacterium nucleatum | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus, coagulase negative | Yeast",1,2003
Candida albicans | Enterococcus species | Methicillin resistant Staphylococcus aureus | Yeast,1,2003
Candida glabrata | Elizabethkingia meningoseptica | Stenotrophomonas maltophilia | Yeast,1,2003
Candida albicans | Escherichia coli | Pseudomonas aeruginosa | Staphylococcus epidermidis,1,2003
Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus,1,2003
"Escherichia coli | Staphylococcus, coagulase negative",1,2003
"Candida albicans | Escherichia coli | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2003
Citrobacter species | Providencia stuartii | Pseudomonas aeruginosa,1,2003
Pseudomonas aeruginosa | Streptococcus milleri group,1,2003
Candida albicans | Talaromyces marneffei,1,2003
"Bacillus species | Bacteroides species | Diphtheroids | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia | Streptococcus, group G",1,2003
"Bacillus species | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2003
Candida species | Enterobacter species | Stenotrophomonas maltophilia,1,2003
Acinetobacter species | Candida albicans | Candida species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus haemolyticus | Stenotrophomonas maltophilia,1,2003
Achromobacter xylosoxidans | Acinetobacter baumannii | Candida species | Corynebacterium species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus epidermidis | Stenotrophomonas maltophilia,1,2003
Candida glabrata | Candida lusitaniae | Candida species | Enterobacter species | Methicillin resistant Staphylococcus aureus,1,2003
Candida albicans | Enterobacter species | Enterococcus faecalis | Methicillin resistant Staphylococcus aureus | Serratia species,1,2003
Enterococcus faecalis | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species,1,2003
Acinetobacter species | Candida albicans | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2003
Acinetobacter species | Bacteroides fragilis group | Clostridium subterminale | Staphylococcus capitis | Streptococcus intermedius,1,2003
"Acinetobacter species | Candida albicans | Candida glabrata | Candida parapsilosis | Corynebacterium species | Enterococcus species | Pseudomonas aeruginosa | Staphylococcus, coagulase negative | Yeast",1,2003
Candida albicans | Delftia acidovorans | Klebsiella species | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia,1,2003
Acinetobacter species | Bacillus species | Candida tropicalis | Corynebacterium species | Enterobacter species | Enterococcus faecalis | Enterococcus species | Klebsiella species | Lactobacillus species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Stenotrophomonas maltophilia | Yeast,1,2003
Acinetobacter species | CDC Corynebacterium group G | Candida albicans | Candida species | Methicillin resistant Staphylococcus aureus | Staphylococcus epidermidis,1,2003
"Acinetobacter species | Diphtheroids | Morganella morganii | Pseudomonas oryzihabitans | Staphylococcus aureus | Staphylococcus, coagulase negative | Yeast",1,2003
"Achromobacter xylosoxidans | Acinetobacter species | Candida albicans | Chryseobacterium indologenes | Corynebacterium afermentans | Diphtheroids | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia | Yeast",1,2003
Corynebacterium species | Haemophilus parainfluenzae | Pseudomonas aeruginosa | Staphylococcus epidermidis,1,2003
Acinetobacter species | Candida species | Coliform bacteria | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Pseudomonas aeruginosa | Pseudomonas species | Staphylococcus epidermidis,1,2003
Acinetobacter species | Aeromonas species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2003
"Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2003
Acinetobacter species | Escherichia coli | Pseudomonas aeruginosa | Staphylococcus aureus | Stenotrophomonas maltophilia,1,2003
"Acinetobacter species | Candida species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus capitis | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2003
Citrobacter species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2003
Acinetobacter species | Escherichia coli | Yeast,1,2003
"Acinetobacter species | Candida albicans | Corynebacterium striatum | Enterococcus species | Escherichia coli | Klebsiella species | Methicillin resistant Staphylococcus aureus | Staphylococcus, coagulase negative | Yeast",1,2003
